Borough,School_Name,Phase,Type_Group,Capacity,Pupils,FSM_Percent,Gender,Religious_Character
Kensington and Chelsea,St Barnabas and St Philip's CofE Primary School,Primary,Local authority maintained schools,210,213,29.7,Mixed,Church of England
Kensington and Chelsea,Saint Francis of Assisi Catholic Primary School,Primary,Local authority maintained schools,315,179,46.9,Mixed,Roman Catholic
Kensington and Chelsea,St Clement and St James CofE Primary School,Primary,Local authority maintained schools,210,126,51.6,Mixed,Church of England
Kensington and Chelsea,St Mary Abbots CofE Primary School,Primary,Local authority maintained schools,210,180,13.9,Mixed,Church of England
Kensington and Chelsea,Saint Mary's Catholic Primary School,Primary,Local authority maintained schools,380,165,49.1,Mixed,Roman Catholic
Kensington and Chelsea,Servite RC Primary School,Primary,Local authority maintained schools,240,198,20.7,Mixed,Roman Catholic
Kensington and Chelsea,All Saints Catholic College,Secondary,Local authority maintained schools,900,846,41.8,Mixed,Catholic
Kensington and Chelsea,St Charles Catholic Primary School,Primary,Local authority maintained schools,330,214,47.7,Mixed,Roman Catholic
Kensington and Chelsea,Glendower Preparatory School,Not applicable,Independent schools,310,292,0,Girls,None
Hammersmith and Fulham,Kensington Prep School GDST,Not applicable,Independent schools,300,298,0,Girls,None
Kensington and Chelsea,Norland Place School,Not applicable,Independent schools,256,210,0,Mixed,None
Kensington and Chelsea,Queen's Gate School,Not applicable,Independent schools,540,443,0,Girls,None
Kensington and Chelsea,Bassett House School,Not applicable,Independent schools,310,124,0,Mixed,None
Kensington and Chelsea,Sussex House School,Not applicable,Independent schools,183,187,0,Boys,Church of England
Kensington and Chelsea,St Philip's School,Not applicable,Independent schools,110,78,0,Boys,Roman Catholic
Kensington and Chelsea,Hill House School,Not applicable,Independent schools,990,465,0,Mixed,None
Kensington and Chelsea,Wetherby School,Not applicable,Independent schools,364,324,0,Boys,None
Kensington and Chelsea,Falkner House,Not applicable,Independent schools,378,355,0,Mixed,None
Kensington and Chelsea,More House School,Not applicable,Independent schools,211,121,0,Girls,Roman Catholic
Kensington and Chelsea,Garden House School,Not applicable,Independent schools,500,445,0,Mixed,None
Hammersmith and Fulham,St James Senior Girls' School,Not applicable,Independent schools,300,225,0,Girls,None
Lambeth,DLD College,Not applicable,Independent schools,750,377,0,Mixed,None
Wandsworth,Thomas's Battersea,Not applicable,Independent schools,685,535,0,Mixed,None
Kensington and Chelsea,Pembridge Hall School,Not applicable,Independent schools,500,462,0,Girls,None
Kensington and Chelsea,Instituto Espanol Canada Blanch,Not applicable,Independent schools,497,416,0,Mixed,None
Kensington and Chelsea,Knightsbridge School,Not applicable,Independent schools,600,378,0,Mixed,Does not apply
Kensington and Chelsea,Thomas's Kensington,Not applicable,Independent schools,400,327,0,Mixed,None
Westminster,Kensington Park School,Not applicable,Independent schools,604,200,0,Mixed,None
Kensington and Chelsea,Ashbourne College,Not applicable,Independent schools,300,243,0,Mixed,None
Kensington and Chelsea,Cameron Vale School,Not applicable,Independent schools,120,66,0,Mixed,None
Kensington and Chelsea,Collingham,Not applicable,Independent schools,223,142,0,Mixed,None
Kensington and Chelsea,Mander Portman Woodward School,Not applicable,Independent schools,700,563,0,Mixed,None
Kensington and Chelsea,Southbank International School Kensington,Not applicable,Independent schools,224,160,0,Mixed,None
Westminster,Brighton College Prep Kensington,Not applicable,Independent schools,360,325,0,Mixed,None
City of London,David Game College,Not applicable,Independent schools,380,314,0,Mixed,None
Kensington and Chelsea,La Petite Ecole Francaise,Not applicable,Independent schools,190,124,0,Mixed,None
Kensington and Chelsea,Lycee Francais Charles de Gaulle,Not applicable,Independent schools,3805,3450,0,Mixed,None
Kensington and Chelsea,Chelsea Community Hospital School,Not applicable,Special schools,0,108,0,Mixed,Does not apply
Lambeth,Triangle Nursery School,Nursery,Local authority maintained schools,0,19,33.3,Mixed,Does not apply
Lambeth,Effra Nursery School and Children's Centre,Nursery,Local authority maintained schools,0,73,17.4,Mixed,Does not apply
Lambeth,Ethelred Nursery School and Children's Centre,Nursery,Local authority maintained schools,0,91,37.0,Mixed,Does not apply
Lambeth,Maytree Nursery School,Nursery,Local authority maintained schools,0,85,15.8,Mixed,Does not apply
Lambeth,Holmewood Nursery School,Nursery,Local authority maintained schools,0,104,10.9,Mixed,Does not apply
Lambeth,Ashmole Primary School,Primary,Local authority maintained schools,225,217,28.1,Mixed,Does not apply
Lambeth,Clapham Manor Primary School,Primary,Local authority maintained schools,420,376,45.0,Mixed,Does not apply
Lambeth,Granton Primary School,Primary,Local authority maintained schools,630,652,55.5,Mixed,Does not apply
Lambeth,Heathbrook Primary School,Primary,Local authority maintained schools,420,393,38.6,Mixed,Does not apply
Lambeth,Henry Cavendish Primary School,Primary,Local authority maintained schools,927,832,15.3,Mixed,Does not apply
Lambeth,Jessop Primary School,Primary,Local authority maintained schools,455,294,33.6,Mixed,Does not apply
Lambeth,Kingswood Primary School,Primary,Local authority maintained schools,506,414,44.8,Mixed,Does not apply
Lambeth,Larkhall Primary Campus,Primary,Local authority maintained schools,509,332,57.6,Mixed,Does not apply
Lambeth,Paxton Primary School,Primary,Local authority maintained schools,680,420,17.6,Mixed,Does not apply
Lambeth,Richard Atkins Primary School,Primary,Local authority maintained schools,342,242,45.2,Mixed,Does not apply
Lambeth,Stockwell Primary School,Primary,Local authority maintained schools,460,402,41.3,Mixed,Does not apply
Lambeth,Sudbourne Primary School,Primary,Local authority maintained schools,315,302,37.5,Mixed,Does not apply
Lambeth,Sunnyhill Primary School,Primary,Local authority maintained schools,455,407,49.2,Mixed,Does not apply
Lambeth,Telferscot Primary School,Primary,Local authority maintained schools,455,417,12.1,Mixed,Does not apply
Lambeth,Vauxhall Primary School,Primary,Local authority maintained schools,236,191,53.4,Mixed,Does not apply
Lambeth,Walnut Tree Walk Primary School,Primary,Local authority maintained schools,390,400,20.5,Mixed,Does not apply
Lambeth,Woodmansterne School,All-through,Local authority maintained schools,1842,1621,23.0,Mixed,Does not apply
Lambeth,"Wyvil Primary School and Resource Bases for Speech, Language and Communication Needs, and Autism",Primary,Local authority maintained schools,556,470,49.2,Mixed,None
Lambeth,Crown Lane Primary School,Primary,Local authority maintained schools,420,253,35.2,Mixed,Does not apply
Lambeth,Fenstanton Primary School,Primary,Local authority maintained schools,630,221,55.9,Mixed,Does not apply
Lambeth,Elm Wood School,Primary,Local authority maintained schools,446,366,30.3,Mixed,Does not apply
Lambeth,Allen Edwards Primary School,Primary,Local authority maintained schools,460,375,45.1,Mixed,Does not apply
Lambeth,Glenbrook Primary School,Primary,Local authority maintained schools,450,125,75.4,Mixed,Does not apply
Lambeth,Julian's School,Primary,Local authority maintained schools,1050,947,19.1,Mixed,None
Lambeth,Herbert Morrison Primary School,Primary,Local authority maintained schools,236,213,33.5,Mixed,Does not apply
Lambeth,Archbishop Sumner Church of England Primary School,Primary,Local authority maintained schools,300,258,46.1,Mixed,Church of England
Lambeth,Christ Church Primary SW9,Primary,Local authority maintained schools,209,153,36.6,Mixed,Church of England
Lambeth,Macaulay Church of England Primary School,Primary,Local authority maintained schools,210,162,38.0,Mixed,Church of England
Lambeth,St Andrew's Church of England Primary School,Primary,Local authority maintained schools,210,156,37.8,Mixed,Church of England
Lambeth,St John the Divine Church of England Primary School,Primary,Local authority maintained schools,210,134,40.3,Mixed,Church of England
Lambeth,St John's Angell Town Church of England Primary School,Primary,Local authority maintained schools,245,189,45.1,Mixed,Church of England
Lambeth,St Jude's Church of England Primary School,Primary,Local authority maintained schools,210,159,20.1,Mixed,Church of England
Lambeth,St Mark's Church of England Primary School,Primary,Local authority maintained schools,240,207,50.7,Mixed,Church of England
Lambeth,St Saviour's Church of England Primary School,Primary,Local authority maintained schools,210,143,24.5,Mixed,Church of England
Lambeth,St Stephen's Church of England Primary School,Primary,Local authority maintained schools,236,197,59.6,Mixed,Church of England
Lambeth,Holy Trinity Church of England Primary School,Primary,Local authority maintained schools,420,171,57.3,Mixed,Church of England
Lambeth,St Helen's Catholic Primary School,Primary,Local authority maintained schools,360,257,43.6,Mixed,Roman Catholic
Lambeth,The Norwood School,Secondary,Local authority maintained schools,900,1069,30.0,Mixed,Does not apply
Lambeth,Lilian Baylis Technology School,Secondary,Local authority maintained schools,900,836,52.5,Mixed,Does not apply
Lambeth,Saint Gabriel's College,Secondary,Local authority maintained schools,600,594,45.2,Mixed,Church of England
Lambeth,St Anne's Catholic Primary School,Primary,Local authority maintained schools,210,208,36.6,Mixed,Roman Catholic
Lambeth,St Bede's Catholic Primary School,Primary,Local authority maintained schools,235,63,37.7,Mixed,Roman Catholic
Lambeth,St Andrew's Catholic Primary School,Primary,Local authority maintained schools,420,397,17.9,Mixed,Roman Catholic
Lambeth,Immanuel and St Andrew Church of England Primary School,Primary,Local authority maintained schools,420,417,16.9,Mixed,Church of England
Lambeth,Reay Primary School,Primary,Local authority maintained schools,250,224,46.3,Mixed,None
Lambeth,St Mary's Roman Catholic Primary School,Primary,Local authority maintained schools,315,291,35.3,Mixed,Roman Catholic
Lambeth,La Retraite Roman Catholic Girls' School,Secondary,Local authority maintained schools,1140,1219,37.3,Girls,Roman Catholic
Lambeth,Bishop Thomas Grant Catholic Secondary School,Secondary,Local authority maintained schools,1200,1179,23.1,Mixed,Roman Catholic
Lambeth,Turney Primary and Secondary Special School,Not applicable,Special schools,165,151,71.7,Mixed,Does not apply
Lambeth,Alleyn's Oakfield,Not applicable,Independent schools,500,271,0,Mixed,None
Lambeth,Rosemead Preparatory School,Not applicable,Independent schools,400,291,0,Mixed,None
Lambeth,Streatham & Clapham High School GDST,Not applicable,Independent schools,1110,847,0,Girls,None
Lambeth,The White House Preparatory School & Woodentops Kindergarten,Not applicable,Independent schools,230,181,0,Mixed,None
Lambeth,Lansdowne School,Not applicable,Special schools,170,170,74.6,Mixed,Does not apply
Lambeth,Elm Court School,Not applicable,Special schools,150,153,57.0,Mixed,Does not apply
Lewisham,Clyde Nursery School.,Nursery,Local authority maintained schools,0,82,10.0,Mixed,Does not apply
Lewisham,Chelwood Nursery School,Nursery,Local authority maintained schools,0,139,1.8,Mixed,Does not apply
Lewisham,Adamsrill Primary School,Primary,Local authority maintained schools,420,402,25.0,Mixed,Does not apply
Lewisham,Athelney Primary School,Primary,Local authority maintained schools,596,385,39.0,Mixed,Does not apply
Lewisham,Baring Primary School,Primary,Local authority maintained schools,240,212,25.6,Mixed,Does not apply
Lewisham,Beecroft Garden Primary,Primary,Local authority maintained schools,420,392,20.9,Mixed,Does not apply
Lewisham,Cooper's Lane Primary School,Primary,Local authority maintained schools,700,665,18.9,Mixed,Does not apply
Lewisham,Dalmain Primary School,Primary,Local authority maintained schools,470,364,16.8,Mixed,Does not apply
Lewisham,Deptford Park Primary School,Primary,Local authority maintained schools,630,231,46.3,Mixed,Does not apply
Lewisham,Downderry Primary School,Primary,Local authority maintained schools,376,455,25.3,Mixed,Does not apply
Lewisham,Edmund Waller Primary School,Primary,Local authority maintained schools,451,432,12.5,Mixed,Does not apply
Lewisham,Elfrida Primary School,Primary,Local authority maintained schools,508,366,37.5,Mixed,Does not apply
Lewisham,Forster Park Primary School,Primary,Local authority maintained schools,315,295,39.0,Mixed,Does not apply
Lewisham,Gordonbrock Primary School,Primary,Local authority maintained schools,655,637,12.8,Mixed,Does not apply
Lewisham,Grinling Gibbons Primary School,Primary,Local authority maintained schools,235,222,34.7,Mixed,Does not apply
Lewisham,Haseltine Primary School,Primary,Local authority maintained schools,600,402,32.6,Mixed,Does not apply
Lewisham,Brindishe Green School,Primary,Local authority maintained schools,660,612,21.2,Mixed,Does not apply
